------------------ 500
0.897422
0.892131
0.898849
0.889332
0.889436
0.886045
0.886819
0.892254
0.889610
0.893343
------------------ 1000
8.680651
8.784243
8.638264
8.590622
8.733116
8.503398
8.497571
8.548073
8.569795
8.651932
------------------ 1500
32.169222
32.098317
32.368162
32.406509
32.262298
32.458293
32.072812
32.355338
32.142805
32.203096
------------------ 2000
95.123360
94.858491
94.958981
94.970039
95.142634
94.429852
94.862324
94.974897
94.968925
94.974965
------------------ 2500
188.894447
189.176838
189.203658
189.298661
189.197393
188.747955
188.895134
189.359916
188.942464
189.697996
------------------ 3000
342.644863
341.773170
343.029275
341.847067
343.096380
342.474066
342.403429
342.471507
341.976533
342.787365
------------------ 3500
513.133035
515.386479
517.560304
515.177357
518.131842
515.831367
512.451645
515.708575
516.709188
512.413647
------------------ 4000
840.477357
839.852304
839.776800
839.800771
839.978293
841.543739
839.878791
840.035345
838.009056
839.548069
------------------ 5000
1654.633341
1647.193722
1651.990058
1646.540935
1645.990659
1644.401332
1645.326203
1645.611021
1645.157090
1646.062953
